platform,status,area,key,english,indonesian,files
"web","new","web:settings","settings.advertiserIdIsRequired","Advertiser id is required.","Advertiser id wajib diisi.","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.agents","Agents","Agen","app/(app)/settings/campaigns/page.tsx"
"web","keyed","web:settings","settings.aiAssistant2","AI Assistant","Asisten AI","app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","account.notif_new_conversations_desc","Alert when a fresh conversation enters the inbox.","Beri tahu saat percakapan baru masuk ke kotak masuk.","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","settings.allCampaignsOrgWide","All campaigns (org-wide)","Semua kampanye (seluruh organisasi)","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","common.allChannels","All channels","Semua saluran","app/(app)/settings/automation/page.tsx;app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.analytics","Analytics","Analitik","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.andi","Andi","Andi","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.anyExternalSystemViaApi","Any external system via API","Sistem eksternal apa pun via API","app/(app)/settings/channels/WebApiWizard.tsx"
"web","new","web:settings","settings.apiSourceCreated","API source created","Sumber API dibuat","app/(app)/settings/channels/WebApiTab.tsx"
"web","new","web:settings","settings.apiSourceUpdated","API source updated","Sumber API diperbarui","app/(app)/settings/channels/WebApiTab.tsx"
"web","keyed","web:settings","stages.appointment","Appointment","Janji temu","app/(app)/settings/templates/library.ts;app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.arabic","Arabic","Arab","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.askCustomersIfYouCan","Ask customers if you can call them on WhatsApp.","Tanya pelanggan apakah Anda boleh meneleponnya di WhatsApp.","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.askCustomersToShareTheir","Ask customers to share their contact details.","Minta pelanggan membagikan detail kontaknya.","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.assignConversations","Assign Conversations","Tugaskan Percakapan","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.attributes","Attributes","Atribut","app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.auditLog","Audit Log","Log Audit","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.author","Author","Penulis","app/(app)/settings/quick-replies/page.tsx"
"web","keyed","web:settings","settings.autoTemplateOptional","Auto template (optional)","Template otomatis (opsional)","app/(app)/settings/channels/WebApiTab.tsx"
"web","new","web:settings","settings.automationNameIsRequired","Automation name is required","Nama otomasi wajib diisi","app/(app)/settings/automation/page.tsx"
"web","new","web:settings","settings.automationUpdated","Automation updated","Otomasi diperbarui","app/(app)/settings/automation/page.tsx"
"web","keyed","web:settings","settings.automotive","Automotive","Otomotif","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.bagus","Bagus","Bagus","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.bayarSekarang","Bayar sekarang","Bayar sekarang","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.belanjaSekarang","Belanja sekarang","Belanja sekarang","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.bisaLebihBaik","Bisa lebih baik","Bisa lebih baik","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","automation.body","Body","Isi","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.branches","Branches","Cabang","app/(app)/settings/campaigns/CampaignWizard.tsx"
"web","keyed","web:settings","settings.build","Build","Bangun","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.callLogs","Call Logs","Log Panggilan","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.callPermissionRequest","Call Permission Request","Permintaan Izin Panggilan","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.callPhone","Call phone","Telepon","app/(app)/settings/templates/page.tsx"
"web","new","web:settings","settings.campaignNameIsRequired","Campaign name is required","Nama kampanye wajib diisi","app/(app)/settings/campaigns/CampaignWizard.tsx"
"web","keyed","web:settings","settings.caption","Caption","Keterangan","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.carousel","Carousel","Carousel","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.catalogPricing","Catalog & Pricing","Katalog & Harga","app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.category","Category","Kategori","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.channelDetails","Channel details","Detail saluran","app/(app)/settings/channels/ChannelWizard.tsx"
"web","new","web:settings","settings.channelNameIsRequired","Channel name is required","Nama saluran wajib diisi","app/(app)/settings/channels/ChannelsTab.tsx;app/(app)/settings/channels/ChannelWizard.tsx"
"web","new","web:settings","settings.channelUpdated","Channel updated","Saluran diperbarui","app/(app)/settings/channels/ChannelsTab.tsx"
"web","keyed","web:settings","settings.chipSelector","Chip Selector","Pemilih Chip","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.clearCatalog","Clear catalog?","Kosongkan katalog?","app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.closeConversations","Close Conversations","Tutup Percakapan","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.completed","Completed","Selesai","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.connected","Connected","Terhubung","app/(app)/settings/channels/ChannelsTab.tsx"
"web","new","web:settings","settings.connectionUpdated","Connection updated","Koneksi diperbarui","app/(app)/settings/channels/AdvertisingTab.tsx"
"web","new","web:settings","settings.connectionUpdatedSyncing","Connection updated — syncing","Koneksi diperbarui — menyinkronkan","app/(app)/settings/channels/AdvertisingTab.tsx"
"web","keyed","web:settings","settings.contactUs","Contact us","Hubungi kami","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","eventGroup.g2","Conversations","Percakapan","app/(app)/settings/audit/page.tsx"
"web","new","web:settings","settings.copyFailed","Copy failed","Gagal menyalin","app/(app)/settings/templates/page.tsx"
"web","new","web:settings","settings.couldNotMap","Could not map","Gagal memetakan","app/(app)/settings/channels/AdsAnalytics.tsx;app/(app)/settings/channels/AdvertisingTab.tsx"
"web","keyed","web:settings","inbox.create","Create","Buat","app/(app)/settings/automation/page.tsx;app/(app)/settings/channels/WebApiTab.tsx;app/(app)/settings/custom-fields/page.tsx;app/(app)/settings/organization/page.tsx;app/(app)/settings/stages/page.tsx"
"web","keyed","web:settings","settings.createEditAutomation","Create / Edit Automation","Buat / Edit Otomasi","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.createContacts","Create Contacts","Buat Kontak","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.credentials","Credentials","Kredensial","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.creditsUsage","Credits & Usage","Kredit & Penggunaan","app/(app)/settings/campaigns/[id]/page.tsx"
"web","new","web:settings","settings.curlCopiedToClipboard","cURL copied to clipboard","cURL disalin ke clipboard","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.customOther","Custom / Other","Khusus / Lainnya","app/(app)/settings/channels/WebApiWizard.tsx"
"web","new","web:settings","settings.customFieldCreated","Custom field created","Field khusus dibuat","app/(app)/settings/custom-fields/page.tsx"
"web","new","web:settings","settings.customFieldUpdated","Custom field updated","Field khusus diperbarui","app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:settings","settings.customerCare","Customer Care","Layanan Pelanggan","app/(app)/settings/templates/library.ts"
"web","new","web:settings","settings.customerIdIsRequired","Customer id is required.","Customer id wajib diisi.","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.data","Data","Data","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.datePicker","Date Picker","Pemilih Tanggal","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","components.dateRange","Date range","Rentang tanggal","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.ddMmYyyy","DD/MM/YYYY","DD/MM/YYYY","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.deactivateAccount","Deactivate account?","Nonaktifkan akun?","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.defaultWhatsappChannel","Default WhatsApp channel","Saluran WhatsApp default","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.deleteApiSource","Delete API source?","Hapus sumber API?","app/(app)/settings/channels/WebApiTab.tsx"
"web","keyed","web:settings","settings.deleteAutomation","Delete automation?","Hapus otomasi?","app/(app)/settings/automation/page.tsx"
"web","keyed","web:settings","settings.deleteCampaign","Delete campaign?","Hapus kampanye?","app/(app)/settings/campaigns/page.tsx"
"web","keyed","web:settings","settings.deleteChannel","Delete channel?","Hapus saluran?","app/(app)/settings/channels/ChannelsTab.tsx"
"web","keyed","web:settings","settings.deleteContacts","Delete Contacts","Hapus Kontak","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.deleteCustomField","Delete custom field?","Hapus field khusus?","app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:settings","settings.deleteForm","Delete form?","Hapus form?","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.deleteOrganization2","Delete organization?","Hapus organisasi?","app/(app)/settings/organization/page.tsx"
"web","keyed","web:settings","settings.deleteQuickReply","Delete quick reply?","Hapus balasan cepat?","app/(app)/settings/quick-replies/page.tsx"
"web","keyed","web:settings","settings.deleteRole","Delete role?","Hapus peran?","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.deleteStage","Delete stage?","Hapus tahap?","app/(app)/settings/stages/page.tsx"
"web","keyed","web:settings","settings.deleteTemplate","Delete template?","Hapus template?","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.detail","Detail","Detail","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","components.details","Details","Detail","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.disconnectAdAccount","Disconnect ad account?","Putuskan akun iklan?","app/(app)/settings/channels/AdsAnalytics.tsx;app/(app)/settings/channels/AdvertisingTab.tsx"
"web","keyed","web:settings","settings.disconnectGa4","Disconnect GA4?","Putuskan GA4?","app/(app)/settings/channels/AdsAnalytics.tsx"
"web","keyed","web:settings","settings.disconnected","Disconnected","Terputus","app/(app)/settings/channels/AdsAnalytics.tsx;app/(app)/settings/channels/AdvertisingTab.tsx;app/(app)/settings/channels/ChannelsTab.tsx"
"web","keyed","web:settings","inbox.done","Done","Selesai","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.downloads","Downloads","Unduhan","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.dropDown","Drop-Down","Tarik-turun","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.dropdown","Dropdown","Tarik-turun","app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:settings","settings.eGMetaAds","e.g. Meta Ads","mis. Meta Ads","app/(app)/settings/channels/WebApiTab.tsx"
"web","keyed","web:settings","settings.editContacts","Edit Contacts","Edit Kontak","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.education","Education","Pendidikan","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","account.notif_email_digest","Email digest","Ringkasan email","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","settings.entity","Entity","Entitas","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.error","Error","Kesalahan","app/(app)/settings/channels/ChannelsTab.tsx"
"web","keyed","web:settings","settings.eventReminder","Event Reminder","Pengingat Acara","app/(app)/settings/templates/library.ts"
"web","new","web:settings","settings.everyBranchNeedsAName","Every branch needs a name","Setiap cabang perlu nama","app/(app)/settings/campaigns/CampaignWizard.tsx"
"web","keyed","web:settings","settings.exportContacts","Export Contacts","Ekspor Kontak","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.facebookInstagramAds","Facebook / Instagram Ads","Facebook / Instagram Ads","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.facebookInstagramLeadForms","Facebook / Instagram lead forms","Formulir prospek Facebook / Instagram","app/(app)/settings/channels/WebApiWizard.tsx"
"web","new","web:settings","settings.failedToConnect","Failed to connect","Gagal terhubung","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.field","Field","Kolom","app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:settings","components.filters","Filters","Filter","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.finance","Finance","Keuangan","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.financingApplication","financing application","pengajuan pembiayaan","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.foodBeverage","Food & Beverage","Makanan & Minuman","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.friday","Friday","Jumat","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.googleAdsApi","Google Ads API","Google Ads API","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.googleAnalytics4","Google Analytics 4","Google Analytics 4","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.googleLeadFormExtensions","Google lead form extensions","Ekstensi formulir prospek Google","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.googleLeadForms","Google Lead Forms","Google Lead Forms","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.healthcare","Healthcare","Kesehatan","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.hondaBrio","Honda Brio","Honda Brio","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.hrMuhammadShowroom","HR Muhammad showroom","showroom HR Muhammad","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.identityVerification","Identity Verification","Verifikasi Identitas","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.inProgress","in progress","sedang berjalan","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.inactive","Inactive","Nonaktif","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.inboxChats","Inbox / Chats","Kotak Masuk / Chat","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.india91","India (+91)","India (+91)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.indonesia62","Indonesia (+62)","Indonesia (+62)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.indonesian","Indonesian","Indonesia","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx;app/(app)/settings/templates/library.ts;app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.insurance","Insurance","Asuransi","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.invite","Invite","Undang","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.jadwalUlang","Jadwal ulang","Jadwal ulang","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.jlSudirmanNo1","Jl. Sudirman No. 1","Jl. Sudirman No. 1","app/(app)/settings/templates/library.ts"
"web","new","web:settings","settings.labelIsRequired","Label is required","Label wajib diisi","app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:settings","settings.lacakPesanan","Lacak pesanan","Lacak pesanan","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.landingPageSessionsEngagement","Landing-page sessions & engagement","Sesi & engagement landing page","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.language","Language","Bahasa","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.largeHeading","Large Heading","Judul Besar","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.lastLogin","Last login","Login terakhir","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.leadGeneration","Lead generation","Pengumpulan prospek","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.lihatDetail","Lihat detail","Lihat detail","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.lihatFaktur","Lihat faktur","Lihat faktur","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.lihatProduk","Lihat produk","Lihat produk","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.malaysia60","Malaysia (+60)","Malaysia (+60)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.manageCampaigns","Manage Campaigns","Kelola Kampanye","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.manageChannels","Manage Channels","Kelola Saluran","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.manageQuickReplies","Manage Quick Replies","Kelola Balasan Cepat","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.manageRolesPermissions","Manage Roles & Permissions","Kelola Peran & Izin","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.manageTeamMembers","Manage Team Members","Kelola Anggota Tim","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.manual","Manual","Manual","app/(app)/settings/campaigns/CampaignWizard.tsx"
"web","keyed","web:settings","settings.mapCampaigns","Map campaigns","Petakan kampanye","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.messageHistory","Message History","Riwayat Pesan","app/(app)/settings/audit/page.tsx"
"web","new","web:settings","settings.messageIsRequired","Message is required","Pesan wajib diisi","app/(app)/settings/quick-replies/page.tsx"
"web","keyed","web:settings","settings.metaFacebookInstagram","Meta (Facebook/Instagram)","Meta (Facebook/Instagram)","app/(app)/settings/channels/AdvertisingTab.tsx"
"web","keyed","web:settings","settings.metaLeadAds","Meta Lead Ads","Meta Lead Ads","app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","components.mmDdYyyy","MM/DD/YYYY","MM/DD/YYYY","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.monday","Monday","Senin","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.multipleChoice","Multiple Choice","Pilihan Ganda","app/(app)/settings/wa-forms/page.tsx"
"web","new","web:settings","settings.nameAndBodyAreRequired","Name and body are required","Nama dan isi wajib diisi","app/(app)/settings/templates/page.tsx"
"web","new","web:settings","settings.nameAndEmailAreRequired","Name and email are required","Nama dan email wajib diisi","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","account.name_required","Name is required","Nama wajib diisi","app/(app)/settings/channels/WebApiTab.tsx;app/(app)/settings/channels/WebApiWizard.tsx;app/(app)/settings/stages/page.tsx"
"web","new","web:settings","settings.nameMustBeLowercaseLetters","Name must be lowercase letters, numbers and underscores","Nama harus huruf kecil, angka, dan garis bawah","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","account.notif_new_conversations","New conversation alerts","Peringatan percakapan baru","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","account.notif_new_messages","New message notifications","Notifikasi pesan baru","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","settings.newScreen","New screen","Layar baru","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.noCampaign","No campaign","Tidak ada kampanye","app/(app)/settings/channels/WebApiTab.tsx;app/(app)/settings/channels/WebApiWizard.tsx"
"web","keyed","web:settings","settings.noChannel","No channel","Tidak ada saluran","app/(app)/settings/campaigns/CampaignWizard.tsx"
"web","keyed","web:settings","settings.noForm","No form","Tidak ada formulir","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.noneSkipOutOfWindow","None (skip out-of-window follow-ups)","Tidak ada (lewati tindak lanjut di luar jendela)","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.notSet","Not set","Belum diatur","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx;app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.notifyTheTeamWhenA","Notify the team when a customer sends a new message.","Beri tahu tim saat pelanggan mengirim pesan baru.","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","settings.option1","Option 1","Opsi 1","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.option2","Option 2","Opsi 2","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.options","Options","Opsi","app/(app)/settings/custom-fields/page.tsx"
"web","keyed","web:settings","settings.orderManagement","Order Management","Manajemen Pesanan","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.other","Other","Lainnya","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx;app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.ourService","our service","layanan kami","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.ourShowroom","our showroom","showroom kami","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.package","Package","Paket","app/(app)/settings/organization/page.tsx"
"web","new","web:settings","settings.pageIdIsRequired","Page ID is required","Page ID wajib diisi","app/(app)/settings/channels/ChannelWizard.tsx"
"web","keyed","web:settings","settings.paragraph","Paragraph","Paragraf","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","automation.paused","Paused","Dijeda","app/(app)/settings/campaigns/CampaignWizard.tsx"
"web","keyed","web:settings","eventGroup.g5","Payments","Pembayaran","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.pendingSetup","Pending setup","Menunggu penyiapan","app/(app)/settings/channels/ChannelsTab.tsx"
"web","keyed","web:settings","settings.perbaruiPembayaran","Perbarui pembayaran","Perbarui pembayaran","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.philippines63","Philippines (+63)","Filipina (+63)","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","settings.pickProperty","Pick property","Pilih properti","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","account.notif_sound_desc","Play a sound alert on new activity.","Putar suara saat ada aktivitas baru.","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","settings.portugueseBr","Portuguese (BR)","Portugis (BR)","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.price","Price","Harga","app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.processing","Processing","Memproses","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.promotions","Promotions","Promosi","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.propertyRealEstate","Property / Real Estate","Properti / Real Estate","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","new","web:settings","settings.propertyIdAndRefreshToken","Property id and refresh token are required.","Property id dan refresh token wajib diisi.","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","settings.queued","Queued","Dalam antrean","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.quickReply","Quick reply","Balasan cepat","app/(app)/settings/templates/page.tsx"
"web","new","web:settings","settings.quickReplyCreated","Quick reply created","Balasan cepat dibuat","app/(app)/settings/quick-replies/page.tsx"
"web","keyed","web:settings","settings.regenerateApiKey","Regenerate API key?","Buat ulang API key?","app/(app)/settings/channels/WebApiTab.tsx"
"web","keyed","web:settings","settings.removeAllCatalogRowsFor","Remove all catalog rows for this campaign? The bot will fall back to the shared pricing table.","Hapus semua baris katalog untuk kampanye ini? Bot akan kembali ke tabel harga bersama.","app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.requestContactInfo","Request Contact Info","Minta Info Kontak","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.requestedBy","Requested by","Diminta oleh","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.retailFmcg","Retail / FMCG","Ritel / FMCG","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","new","web:settings","settings.reviewPublish","Review & Publish","Tinjau & Publikasikan","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","account.role","Role","Peran","app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.roundRobin","Round-robin","Round-robin","app/(app)/settings/campaigns/CampaignWizard.tsx"
"web","keyed","web:settings","settings.routing","Routing","Perutean","app/(app)/settings/campaigns/page.tsx"
"web","keyed","web:settings","settings.rows","Rows","Baris","app/(app)/settings/audit/page.tsx"
"web","keyed","web:settings","settings.rp2500000","Rp 2.500.000","Rp 2.500.000","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.rp215000000","Rp 215.000.000","Rp 215.000.000","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.rp5000000","Rp 5.000.000","Rp 5.000.000","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.salinKode","Salin kode","Salin kode","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.sat21Jun","Sat 21 Jun","Sab 21 Jun","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.saturday","Saturday","Sabtu","app/(app)/settings/company-details/page.tsx"
"web","keyed","web:settings","common.save","Save","Simpan","app/(app)/settings/automation/page.tsx;app/(app)/settings/channels/WebApiTab.tsx;app/(app)/settings/custom-fields/page.tsx;app/(app)/settings/organization/page.tsx;app/(app)/settings/stages/page.tsx;app/(app)/settings/user-management/page.tsx"
"web","keyed","web:settings","settings.scope","Scope","Cakupan","app/(app)/settings/templates/page.tsx"
"web","keyed","web:settings","settings.selectChannel","Select channel","Pilih saluran","app/(app)/settings/channels/ChannelWizard.tsx"
"web","keyed","web:settings","settings.selectSource","Select source","Pilih sumber","app/(app)/settings/channels/AdWizard.tsx"
"web","keyed","web:settings","account.notif_email_digest_desc","Send a daily summary email for the workspace.","Kirim email ringkasan harian untuk workspace.","app/(app)/settings/notifications/page.tsx"
"web","keyed","web:settings","settings.sendBroadcasts","Send Broadcasts","Kirim Broadcast","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.sendForm","Send form","Kirim form","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.sendTemplateInitiateChat","Send Template / Initiate Chat","Kirim Template / Mulai Chat","app/(app)/settings/roles/page.tsx"
"web","keyed","web:settings","settings.sendThisFormToWhich","Send this form to which WhatsApp number? (with country code, no +)","Kirim formulir ini ke nomor WhatsApp mana? (dengan kode negara, tanpa +)","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.services","Services","Layanan","app/(app)/settings/campaigns/CampaignWizard.tsx;app/(app)/settings/campaigns/[id]/page.tsx"
"web","keyed","web:settings","settings.settingUpChannel","Setting up channel","Menyiapkan saluran","app/(app)/settings/channels/ChannelWizard.tsx"
"web","keyed","web:settings","settings.setup","Setup","Penyiapan","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.shipping","Shipping","Pengiriman","app/(app)/settings/templates/library.ts"
"web","keyed","web:settings","settings.shortAnswer","Short Answer","Jawaban Singkat","app/(app)/settings/wa-forms/page.tsx"
"web","keyed","web:settings","settings.shortcut","Shortcut","Pintasan","app/(app)/settings/quick-replies/page.tsx"
