platform,status,area,key,english,indonesian
"web","new","web:broadcasts","broadcasts.noWhatsappChannelsConfigured","No WhatsApp channels configured.","Belum ada saluran WhatsApp yang dikonfigurasi."
"web","new","web:broadcasts","broadcasts.none","None","Tidak ada"
"web","new","web:broadcasts","broadcasts.notSelected","Not selected","Belum dipilih"
"web","new","web:broadcasts","broadcasts.number","Number","Angka"
"web","new","web:broadcasts","broadcasts.onlySendToContactsWith","Only send to contacts with any selected label. Leave empty to send to all.","Hanya kirim ke kontak dengan label terpilih. Kosongkan untuk kirim ke semua."
"web","new","web:broadcasts","broadcasts.pastePhoneNumbersSeparatedBy","Paste phone numbers separated by commas, newlines, or spaces. Matching contacts are auto-selected.","Tempel nomor telepon dipisah koma, baris baru, atau spasi. Kontak yang cocok terpilih otomatis."
"web","new","web:broadcasts","broadcasts.pending","Pending","Menunggu"
"web","new","web:broadcasts","broadcasts.perPage","Per page","Per halaman"
"web","new","web:broadcasts","broadcasts.pickSpecificContacts","Pick specific contacts","Pilih kontak tertentu"
"web","new","web:broadcasts","broadcasts.preview","Preview","Pratinjau"
"web","new","web:broadcasts","broadcasts.previousPage","Previous page","Halaman sebelumnya"
"web","new","web:broadcasts","broadcasts.reRunFailed","Re-run failed","Gagal menjalankan ulang"
"web","new","web:broadcasts","broadcasts.read","Read","Dibaca"
"web","new","web:broadcasts","broadcasts.readStatus","Read status","Status dibaca"
"web","new","web:broadcasts","broadcasts.recipients","Recipients","Penerima"
"web","new","web:broadcasts","broadcasts.refresh","Refresh","Muat ulang"
"web","new","web:broadcasts","broadcasts.replied","Replied","Dibalas"
"web","new","web:broadcasts","broadcasts.responded","Responded","Ditangani"
"web","new","web:broadcasts","broadcasts.responseRate","Response rate","Tingkat respons"
"web","new","web:broadcasts","broadcasts.responses","Responses","Respons"
"web","new","web:broadcasts","broadcasts.review","Review","Tinjau"
"web","new","web:broadcasts","broadcasts.reviewConfirm","Review & confirm","Tinjau & konfirmasi"
"web","new","web:broadcasts","broadcasts.saveAsDraft","Save as draft","Simpan sebagai draf"
"web","new","web:broadcasts","broadcasts.searchBroadcasts","Search broadcasts","Cari broadcast"
"web","new","web:broadcasts","broadcasts.searchByNameOrPhone","Search by name or phone","Cari berdasarkan nama atau telepon"
"web","new","web:broadcasts","broadcasts.searchNameOrNumber","Search name or number","Cari nama atau nomor"
"web","new","web:broadcasts","broadcasts.seeDetails","See details","Lihat detail"
"web","new","web:broadcasts","broadcasts.selectAContact","Select a contact","Pilih kontak"
"web","new","web:broadcasts","broadcasts.selectAtLeastOneContact","Select at least one contact with a phone number.","Pilih setidaknya satu kontak dengan nomor telepon."
"web","new","web:broadcasts","broadcasts.selectTemplate","Select template","Pilih template"
"web","new","web:broadcasts","broadcasts.selected","selected - ~",""
"web","new","web:broadcasts","broadcasts.selectedContacts","Selected contacts","Kontak terpilih"
"web","new","web:broadcasts","broadcasts.sendAPlainTextMessage","Send a plain text message","Kirim pesan teks biasa"
"web","new","web:broadcasts","broadcasts.sendATestToOne","Send a test to one contact before launching the full broadcast.","Kirim uji ke satu kontak sebelum meluncurkan broadcast penuh."
"web","new","web:broadcasts","broadcasts.sendBulkMessagesToYour","Send bulk messages to your contacts at once.","Kirim pesan massal ke kontak Anda sekaligus."
"web","new","web:broadcasts","broadcasts.sendImmediately","Send immediately","Kirim segera"
"web","new","web:broadcasts","broadcasts.sendNow","Send now","Kirim sekarang"
"web","new","web:broadcasts","broadcasts.sendStatus","Send status","Status pengiriman"
"web","new","web:broadcasts","broadcasts.sendTestMessage","Send test message","Kirim pesan uji"
"web","new","web:broadcasts","broadcasts.sendingTest","Sending test...","Mengirim uji..."
"web","new","web:broadcasts","broadcasts.sent","Sent","Terkirim"
"web","new","web:broadcasts","broadcasts.tagFiltered","Tag filtered","Difilter berdasarkan tag"
"web","new","web:broadcasts","broadcasts.template","Template","Template"
"web","new","web:broadcasts","broadcasts.templateBroadcast","Template broadcast","Broadcast template"
"web","new","web:broadcasts","broadcasts.templatePreview","Template preview","Pratinjau template"
"web","new","web:broadcasts","broadcasts.testMessage","Test message","Pesan uji"
"web","new","web:broadcasts","broadcasts.textBroadcast","Text broadcast","Broadcast teks"
"web","new","web:broadcasts","broadcasts.textMessage","Text message","Pesan teks"
"web","new","web:broadcasts","broadcasts.toggleOffToSaveAs","Toggle off to save as a draft first.","Matikan untuk menyimpan sebagai draf dulu."
"web","new","web:broadcasts","broadcasts.totalContacts","Total contacts","Total kontak"
"web","new","web:broadcasts","broadcasts.type","Type","Jenis"
"web","new","web:broadcasts","broadcasts.typeAMessage","Type a message","Ketik pesan"
"web","new","web:broadcasts","broadcasts.typeYourMessageHere","Type your message here...","Ketik pesan Anda di sini..."
"web","new","web:broadcasts","broadcasts.unknown","Unknown","Tidak diketahui"
"web","new","web:broadcasts","broadcasts.usePreApprovedTemplates","Use pre-approved templates","Gunakan template yang sudah disetujui"
"web","new","web:broadcasts","broadcasts.whatsappChannel","WhatsApp channel","Saluran WhatsApp"
"web","new","web:broadcasts","broadcasts.whatsappTemplate","WhatsApp template","Template WhatsApp"
"web","new","web:components","components.audio","[audio]","[audio]"
"web","new","web:components","components.document","[document]","[dokumen]"
"web","new","web:components","components.image","[image]","[gambar]"
"web","new","web:components","components.sticker","[sticker]","[stiker]"
"web","new","web:components","components.video","[video]","[video]"
"web","new","web:components","components.k","⌘ K",""
"web","new","web:components","components.addAnInternalNoteVisible","Add an internal note (visible to your team only)...","Tambah catatan internal (hanya terlihat oleh tim Anda)..."
"web","new","web:components","components.addAnInternalNote","Add an internal note...","Tambah catatan internal..."
"web","new","web:components","components.aiActive","AI active","AI aktif"
"web","new","web:components","components.alert","Alert","Peringatan"
"web","new","web:components","components.all","All (","Semua ("
"web","new","web:components","components.allCaughtUp","All caught up","Semua sudah terbaca"
"web","new","web:components","components.attachment","Attachment","Lampiran"
"web","new","web:components","components.attributionEvent","Attribution Event","Kejadian Atribusi"
"web","new","web:components","components.audioError","Audio error","Kesalahan audio"
"web","new","web:components","components.auditTrail","Audit Trail","Jejak Audit"
"web","new","web:components","components.campaigns","CAMPAIGNS","KAMPANYE"
"web","new","web:components","components.channels","CHANNELS","SALURAN"
"web","new","web:components","components.closeDialog","Close dialog","Tutup dialog"
"web","new","web:components","components.closed","Closed (","Ditutup ("
"web","new","web:components","components.cmdK","Cmd K","Cmd K"
"web","new","web:components","components.collapseSidebar","Collapse sidebar","Ciutkan sidebar"
"web","new","web:components","components.commandPalette","Command palette","Palet perintah"
"web","new","web:components","components.companySettings","COMPANY SETTINGS","PENGATURAN PERUSAHAAN"
"web","new","web:components","components.connectALineOfficialAccount","Connect a LINE Official Account to message customers on LINE.","Hubungkan LINE Official Account untuk mengirim pesan ke pelanggan di LINE."
"web","new","web:components","components.connectATelegramBotTo","Connect a Telegram bot to chat with customers on Telegram.","Hubungkan bot Telegram untuk mengobrol dengan pelanggan di Telegram."
"web","new","web:components","components.connectAViberPublicAccount","Connect a Viber Public Account with its auth token to receive and reply to Viber messages in the shared inbox.","Hubungkan Viber Public Account dengan token autentikasinya untuk menerima dan membalas pesan Viber di kotak masuk bersama."
"web","new","web:components","components.connectAWhatsappBusinessNumber","Connect a WhatsApp Business number via the Meta Cloud API to send and receive messages, run broadcasts, and use templates.","Hubungkan nomor WhatsApp Business via Meta Cloud API untuk mengirim dan menerima pesan, menjalankan broadcast, dan memakai template."
"web","new","web:components","components.dragToPanScrollTo","drag to pan · scroll to zoom","seret untuk geser · gulir untuk zoom"
"web","new","web:components","components.esc","ESC","ESC"
"web","new","web:components","components.expandSidebar","Expand sidebar","Bentangkan sidebar"
"web","new","web:components","components.experimentWithSimpulxFeaturesIn","Experiment with Simpulx features in a safe space. Actions here are simulated and won't reach real customers.","Bereksperimen dengan fitur Simpulx di ruang aman. Aksi di sini disimulasikan dan tidak akan sampai ke pelanggan asli."
"web","new","web:components","components.facebookMessenger","Facebook Messenger","Facebook Messenger"
"web","new","web:components","components.failedToAddNote","Failed to add note","Gagal menambah catatan"
"web","new","web:components","components.focusSearch","Focus search","Fokus ke pencarian"
"web","new","web:components","components.fr","Fr","Jm"
"web","new","web:components","components.gB","g b",""
"web","new","web:components","components.gC","g c",""
"web","new","web:components","components.gD","g d",""
"web","new","web:components","components.gI","g i",""
"web","new","web:components","components.gS","g s",""
"web","new","web:components","components.goToBroadcasts","Go to Broadcasts","Ke Broadcast"
"web","new","web:components","components.goToContacts","Go to Contacts","Ke Kontak"
"web","new","web:components","components.goToDashboard","Go to Dashboard","Ke Dashboard"
"web","new","web:components","components.goToInbox","Go to Inbox","Ke Kotak Masuk"
"web","new","web:components","components.goToSettings","Go to Settings","Ke Pengaturan"
"web","new","web:components","components.groups","GROUPS",""
"web","new","web:components","components.handleInstagramDmsAndStory","Handle Instagram DMs and story replies from business accounts linked to your connected Facebook Pages.","Tangani DM Instagram dan balasan story dari akun bisnis yang tertaut ke Facebook Page Anda."
"web","new","web:components","components.inbox","INBOX","KOTAK MASUK"
"web","new","web:components","components.instagram","Instagram","Instagram"
"web","new","web:components","components.integrations","INTEGRATIONS","INTEGRASI"
"web","new","web:components","components.interestLevel","Interest Level","Tingkat Minat"
"web","new","web:components","components.j","j / ↓",""
"web","new","web:components","components.k2","k / ↑",""
"web","new","web:components","components.kb","KB",""
"web","new","web:components","components.keyboardShortcuts","Keyboard shortcuts","Pintasan keyboard"
"web","new","web:components","components.line","LINE","LINE"
"web","new","web:components","components.lostStage","Lost Stage","Tahap Kalah"
"web","new","web:components","components.main","Main","Utama"
"web","new","web:components","components.markAllRead","Mark all read","Tandai semua terbaca"
"web","new","web:components","components.messageTemplates","Message Templates","Template Pesan"
"web","new","web:components","components.microphoneAccessDenied","Microphone access denied","Akses mikrofon ditolak"
"web","new","web:components","components.mo","Mo","Sn"
"web","new","web:components","components.myInbox","My Inbox","Kotak Masuk Saya"
"web","new","web:components","components.navigation","Navigation","Navigasi"
"web","new","web:components","components.newestFirst","Newest first","Terbaru dulu"
"web","new","web:components","components.nextConversation","Next conversation","Percakapan berikutnya"
"web","new","web:components","components.noData","No data","Tidak ada data"
"web","new","web:components","components.noMessagesFound","No messages found.","Tidak ada pesan ditemukan."
"web","new","web:components","components.noNewNotifications","No new notifications","Tidak ada notifikasi baru"
"web","new","web:components","components.noReply","no reply","belum dibalas"
"web","new","web:components","components.noResultsForLdquo","No results for &ldquo;",""
"web","new","web:components","components.oldestFirst","Oldest first","Terlama dulu"
"web","new","web:components","components.open","Open (","Terbuka ("
"web","new","web:components","components.openMenu","Open menu","Buka menu"
"web","new","web:components","components.outreach","OUTREACH","JANGKAUAN"
"web","new","web:components","components.pending","Pending (","Menunggu ("
"web","new","web:components","components.preferences","PREFERENCES","PREFERENSI"
"web","new","web:components","components.previousConversation","Previous conversation","Percakapan sebelumnya"
"web","new","web:components","components.progressingStage","Progressing Stage","Tahap Berjalan"
"web","new","web:components","components.reopen","Reopen","Buka kembali"
"web","new","web:components","components.replyToMessengerConversationsFrom","Reply to Messenger conversations from your Facebook Pages directly inside the shared inbox.","Balas percakapan Messenger dari Facebook Page Anda langsung di kotak masuk bersama."
"web","new","web:components","components.resolveConversation","Resolve conversation","Selesaikan percakapan"
"web","new","web:components","components.sa","Sa","Sb"
"web","new","web:components","components.search","Search","Cari"
"web","new","web:components","components.searchAgents","Search agents","Cari agen"
"web","new","web:components","components.searchConversationsOrJumpTo","Search conversations or jump to a section","Cari percakapan atau lompat ke bagian"
"web","new","web:components","components.searchConversationsOrJumpTo2","Search conversations or jump to...","Cari percakapan atau lompat ke..."
"web","new","web:components","components.searchForMessagesLinksOr","Search for messages, links, or files in this conversation.","Cari pesan, tautan, atau berkas di percakapan ini."
"web","new","web:components","components.searchInThisChat","Search in this chat...","Cari di chat ini..."
"web","new","web:components","components.search2","Search...","Cari..."
"web","new","web:components","components.searching","Searching...","Mencari..."
"web","new","web:components","components.sendAndReceiveSmsThrough","Send and receive SMS through a connected telephony provider.","Kirim dan terima SMS melalui penyedia telepon yang terhubung."
"web","new","web:components","components.slaBreachedContactWaitingFor","SLA BREACHED: Contact waiting for more than 15 minutes!","SLA DILANGGAR: Kontak menunggu lebih dari 15 menit!"
"web","new","web:components","components.sms","SMS","SMS"
"web","new","web:components","components.su","Su","Mg"
"web","new","web:components","components.superAdmin","Super Admin","Super Admin"
"web","new","web:components","components.telegram","Telegram","Telegram"
"web","new","web:components","components.testingChannel","Testing channel","Saluran pengujian"
"web","new","web:components","components.th","Th","Km"
"web","new","web:components","components.thumbnail","Thumbnail","Thumbnail"
"web","new","web:components","components.tu","Tu","Sl"
"web","new","web:components","components.unassigned","Unassigned (","Belum ditugaskan ("
"web","new","web:components","components.unnamed","Unnamed","Tanpa nama"
"web","new","web:components","components.we","We","Rb"
"web","new","web:components","components.whatsappBusinessApi","WhatsApp Business API","WhatsApp Business API"
"web","new","web:components","components.yesterday","Yesterday","Kemarin"
"web","new","web:components","components.you","You","Anda"
"web","new","web:components","components.youHaveANewNotification","You have a new notification","Anda punya notifikasi baru"
"web","new","web:components","components.youHaveUpdated","You have updated","Anda telah memperbarui"
"web","new","web:contacts","contacts.closed","· closed",""
"web","new","web:contacts","contacts.activity","Activity","Aktivitas"
"web","new","web:contacts","contacts.addALabelAndPress","Add a label and press Enter","Tambah label lalu tekan Enter"
"web","new","web:contacts","contacts.addALabelToThe","Add a label to the selected contacts:","Tambah label ke kontak terpilih:"
"web","new","web:contacts","contacts.addNote","Add note","Tambah catatan"
"web","new","web:contacts","contacts.assignTo","Assign to","Tugaskan ke"
"web","new","web:contacts","contacts.assignment","Assignment","Penugasan"
"web","new","web:contacts","contacts.backToContacts","Back to contacts","Kembali ke kontak"
"web","new","web:contacts","contacts.blacklisted","Blacklisted","Daftar hitam"
"web","new","web:contacts","contacts.brand","Brand","Merek"
"web","new","web:contacts","contacts.chooseATemplate","Choose a template","Pilih template"
"web","new","web:contacts","contacts.city","City","Kota"
"web","new","web:contacts","contacts.columns","Columns","Kolom"
"web","new","web:contacts","contacts.contactActions","Contact actions","Aksi kontak"
"web","new","web:contacts","contacts.contactBlacklisted","Contact blacklisted","Kontak masuk daftar hitam"
"web","new","web:contacts","contacts.contactDeleted2","Contact deleted","Kontak dihapus"
"web","new","web:contacts","contacts.contactDetails","Contact details","Detail kontak"
"web","new","web:contacts","contacts.contactInfo","Contact info","Info kontak"
"web","new","web:contacts","contacts.contactNotFound","Contact not found","Kontak tidak ditemukan"
"web","new","web:contacts","contacts.contactDeleted","contact.deleted",""
"web","new","web:contacts","contacts.conversation","Conversation","Percakapan"
"web","new","web:contacts","contacts.conversationAssigned","conversation.assigned",""
"web","new","web:contacts","contacts.conversationClosed","conversation.closed",""
"web","new","web:contacts","contacts.conversationUpdated","conversation.updated",""
"web","new","web:contacts","contacts.copiedToClipboard","Copied to clipboard","Tersalin ke papan klip"
"web","new","web:contacts","contacts.copySourceId","Copy source id","Salin source id"
"web","new","web:contacts","contacts.couldNotAddNote","Could not add note","Gagal menambah catatan"
"web","new","web:contacts","contacts.couldNotReassign","Could not reassign","Gagal menugaskan ulang"
"web","new","web:contacts","contacts.couldNotUpdate","Could not update","Gagal memperbarui"
"web","new","web:contacts","contacts.couldNotUpdateInterest","Could not update interest","Gagal memperbarui minat"
"web","new","web:contacts","contacts.couldNotUpdateSelection","Could not update selection","Gagal memperbarui pilihan"
"web","new","web:contacts","contacts.couldNotUpdateStage","Could not update stage","Gagal memperbarui tahap"
"web","new","web:contacts","contacts.customFields","Custom fields","Kolom khusus"
"web","new","web:contacts","contacts.deleteFailed","Delete failed","Gagal menghapus"
"web","new","web:contacts","contacts.eG628123456789","e.g. 628123456789","mis. 628123456789"
"web","new","web:contacts","contacts.eGBudiSantoso","e.g. Budi Santoso","mis. Budi Santoso"
"web","new","web:contacts","contacts.editContact","Edit contact","Edit kontak"
"web","new","web:contacts","contacts.emptyFile","Empty file","Berkas kosong"
"web","new","web:contacts","contacts.failedToSend","Failed to send","Gagal mengirim"
"web","new","web:contacts","contacts.fillVariables","Fill variables","Isi variabel"
"web","new","web:contacts","contacts.importing","Importing...","Mengimpor..."
"web","new","web:contacts","contacts.interestCleared","Interest cleared","Minat dikosongkan"
"web","new","web:contacts","contacts.labels","Labels","Label"
"web","new","web:contacts","contacts.lastMessage","Last message","Pesan terakhir"
"web","new","web:contacts","contacts.leadQualification","Lead qualification","Kualifikasi prospek"
"web","new","web:contacts","contacts.leadScore","Lead score","Skor prospek"
"web","new","web:contacts","contacts.link","Link","Tautan"
"web","new","web:contacts","contacts.lostReason","Lost reason","Alasan kalah"
"web","new","web:contacts","contacts.markedAsLost","Marked as lost","Ditandai kalah"
"web","new","web:contacts","contacts.markedAsSpam","Marked as spam","Ditandai spam"
"web","new","web:contacts","contacts.messagePersisted","message.persisted",""
"web","new","web:contacts","contacts.model","Model","Model"
"web","new","web:contacts","contacts.moreAddOptions","More add options","Opsi tambah lainnya"
"web","new","web:contacts","contacts.newContactsWillAppearHere","New contacts will appear here.","Kontak baru akan muncul di sini."
"web","new","web:contacts","contacts.noAgents","No agents","Tidak ada agen"
"web","new","web:contacts","contacts.noApprovedTemplates","No approved templates","Tidak ada template disetujui"
"web","new","web:contacts","contacts.noConversationYetForThis","No conversation yet for this contact","Belum ada percakapan untuk kontak ini"
"web","new","web:contacts","contacts.noInternalNotesYet","No internal notes yet.","Belum ada catatan internal."
"web","new","web:contacts","contacts.noLabels","No labels","Tidak ada label"
"web","new","web:contacts","contacts.noMessagesYet","No messages yet.","Belum ada pesan."
"web","new","web:contacts","contacts.noteAdded","Note added","Catatan ditambahkan"
"web","new","web:contacts","contacts.notesAreAvailableOnceThis","Notes are available once this contact has a conversation.","Catatan tersedia setelah kontak ini punya percakapan."
"web","new","web:contacts","contacts.nothingToExport","Nothing to export","Tidak ada yang bisa diekspor"
"web","new","web:contacts","contacts.onlyApprovedWhatsappTemplatesCan","Only approved WhatsApp templates can start a conversation outside the 24 hour window.","Hanya template WhatsApp yang disetujui yang bisa memulai percakapan di luar jendela 24 jam."
"web","new","web:contacts","contacts.openInInbox","Open in inbox","Buka di kotak masuk"
"web","new","web:contacts","contacts.openLink","Open link","Buka tautan"
"web","new","web:contacts","contacts.purchaseTime","Purchase time","Waktu pembelian"
"web","new","web:contacts","contacts.removedFromBlacklist","Removed from blacklist","Dihapus dari daftar hitam"
"web","new","web:contacts","contacts.reset","Reset","Reset"
"web","new","web:contacts","contacts.searchAgent","Search agent...","Cari agen..."
"web","new","web:contacts","contacts.select","Select","Pilih"
"web","new","web:contacts","contacts.selectAllContacts","Select all contacts","Pilih semua kontak"
"web","new","web:contacts","contacts.send","Send","Kirim"
"web","new","web:contacts","contacts.sourceId","Source ID","Source ID"
"web","new","web:contacts","contacts.sourceUrl","Source URL","Source URL"
"web","new","web:contacts","contacts.stageCleared","Stage cleared","Tahap dikosongkan"
"web","new","web:contacts","contacts.tryDifferentFilters","Try different filters.","Coba filter lain."
"web","new","web:contacts","contacts.unassign","Unassign","Batalkan penugasan"
"web","new","web:contacts","contacts.unset","Unset","Kosongkan"
"web","new","web:contacts","contacts.updateFailed","Update failed","Pembaruan gagal"
"web","new","web:contacts","contacts.uploadFailed","Upload failed","Unggah gagal"
"web","new","web:contacts","contacts.voiceError","Voice error:",""
"web","new","web:dashboard","dashboard.adSourceId","Ad / source id","Ad / source id"
"web","new","web:dashboard","dashboard.adAccount","Ad account","Akun iklan"
"web","new","web:dashboard","dashboard.adCreative","Ad creative","Kreatif iklan"
"web","new","web:dashboard","dashboard.agePerformance","Age performance","Performa usia"
"web","new","web:dashboard","dashboard.allAccounts","All accounts","Semua akun"
"web","new","web:dashboard","dashboard.allSources","All sources","Semua sumber"
"web","new","web:dashboard","dashboard.avg1stResp","Avg 1st resp","Rata-rata respons pertama"
"web","new","web:dashboard","dashboard.awareness","Awareness","Awareness"
"web","new","web:dashboard","dashboard.campaignRoi","Campaign ROI","ROI Kampanye"
"web","new","web:dashboard","dashboard.connectAMetaAdAccount","Connect a Meta ad account to add spend, cost per lead and ROI. The lead attribution below works without it.","Hubungkan akun iklan Meta untuk menambahkan belanja, biaya per prospek, dan ROI. Atribusi prospek di bawah tetap berfungsi tanpa itu."
"web","new","web:dashboard","dashboard.costConv","Cost / conv","Biaya / konv"
"web","new","web:dashboard","dashboard.creative","Creative","Kreatif"
"web","new","web:dashboard","dashboard.ctr","CTR","CTR"
"web","new","web:dashboard","dashboard.cvr","CVR","CVR"
"web","new","web:dashboard","dashboard.dailyImpressionsAndReach","Daily impressions and reach","Impresi dan jangkauan harian"
"web","new","web:dashboard","dashboard.dailyLinkClicksAndLeads","Daily link clicks and leads","Klik tautan dan prospek harian"
"web","new","web:dashboard","dashboard.direct","Direct","Langsung"
"web","new","web:dashboard","dashboard.engagement","Engagement","Engagement"
"web","new","web:dashboard","dashboard.genderPerformance","Gender performance","Performa gender"
"web","new","web:dashboard","dashboard.googleAds","Google Ads","Google Ads"
"web","new","web:dashboard","dashboard.grandTotal","Grand total","Total keseluruhan"
"web","new","web:dashboard","dashboard.interestSplit","Interest split","Pembagian minat"
"web","new","web:dashboard","dashboard.leadsToConversionsByClick","Leads to conversions by click-to-WhatsApp ad","Prospek hingga konversi per iklan click-to-WhatsApp"
"web","new","web:dashboard","dashboard.linkClicks","Link clicks","Klik tautan"
"web","new","web:dashboard","dashboard.metaAds","Meta Ads","Meta Ads"
"web","new","web:dashboard","dashboard.noAdAttributedLeadsIn","No ad-attributed leads in range","Tidak ada prospek dari iklan di rentang ini"
"web","new","web:dashboard","dashboard.noCampaignsInRange","No campaigns in range","Tidak ada kampanye di rentang ini"
"web","new","web:dashboard","dashboard.noDailyData","No daily data","Tidak ada data harian"
"web","new","web:dashboard","dashboard.noDataYet","No data yet","Belum ada data"
"web","new","web:dashboard","dashboard.noDemographicDataYet","No demographic data yet","Belum ada data demografi"
"web","new","web:dashboard","dashboard.noLocationDataYet","No location data yet","Belum ada data lokasi"
"web","new","web:dashboard","dashboard.noPipelineDataYet","No pipeline data yet","Belum ada data pipeline"
"web","new","web:dashboard","dashboard.noSourceDataInThis","No source data in this range","Tidak ada data sumber di rentang ini"
"web","new","web:dashboard","dashboard.overview","Overview","Ikhtisar"
"web","new","web:dashboard","dashboard.perAdCreative","Per ad / creative","Per iklan / kreatif"
"web","new","web:dashboard","dashboard.reach","Reach","Jangkauan"
"web","new","web:dashboard","dashboard.sourcePerformance","Source performance","Performa sumber"
"web","new","web:dashboard","dashboard.spamJunkLeadsCountedSeparately","Spam / junk leads, counted separately so they never inflate the loss rate","Prospek spam / sampah, dihitung terpisah agar tidak menggelembungkan tingkat kekalahan"
"web","new","web:dashboard","dashboard.spend","Spend","Pengeluaran"
"web","new","web:dashboard","dashboard.spendToLeadsToConversions","Spend to leads to conversions, per campaign","Pengeluaran ke prospek ke konversi, per kampanye"
"web","new","web:dashboard","dashboard.tiktokAds","TikTok Ads","TikTok Ads"
"web","new","web:dashboard","dashboard.topLocations","Top locations","Lokasi teratas"
"web","new","web:dashboard","dashboard.website","Website","Website"
"web","new","web:dashboard","dashboard.yourStages","Your stages","Tahap Anda"
"web","new","web:inbox","inbox.ldquo","&ldquo;",""
"web","new","web:inbox","inbox.rdquo","&rdquo;",""
"web","new","web:inbox","inbox.order","🛒 Order","🛒 Pesanan"
"web","new","web:inbox","inbox.1Hour","1 hour","1 jam"
"web","new","web:inbox","inbox.24HourWindowClosedOnly","24-hour window closed. Only template messages can be sent.","Jendela 24 jam sudah tertutup. Hanya pesan template yang bisa dikirim."
"web","new","web:inbox","inbox.24h","24H",""
"web","new","web:inbox","inbox.24hWindowClosedTemplateOnly","24h window closed - template only","Jendela 24 jam tertutup - hanya template"
"web","new","web:inbox","inbox.3Hours","3 hours","3 jam"
"web","new","web:inbox","inbox.aReaction","a reaction","sebuah reaksi"
"web","new","web:inbox","inbox.aUsedCarInstead","A used car instead","Mobil bekas"
"web","new","web:inbox","inbox.abusive","Abusive","Kasar"
"web","new","web:inbox","inbox.actionFailed","Action failed","Aksi gagal"
"web","new","web:inbox","inbox.addAsNote","Add as note","Tambah sebagai catatan"
"web","new","web:inbox","inbox.addInternalNote","Add internal note","Tambah catatan internal"
"web","new","web:inbox","inbox.anotherBrand","Another brand","Merek lain"
"web","new","web:inbox","inbox.any","Any","Apa saja"
"web","new","web:inbox","inbox.assignedTo","Assigned To","Ditugaskan Ke"
"web","new","web:inbox","inbox.attachFile","Attach file","Lampirkan berkas"
"web","new","web:inbox","inbox.audioOgg","audio/ogg",""
"web","new","web:inbox","inbox.audioOggCodecsOpus","audio/ogg;codecs=opus",""
"web","new","web:inbox","inbox.audioWebm","audio/webm",""
"web","new","web:inbox","inbox.audioWebmCodecsOpus","audio/webm;codecs=opus",""
"web","new","web:inbox","inbox.backToConversations","Back to conversations","Kembali ke percakapan"
"web","new","web:inbox","inbox.boughtElsewhere","Bought elsewhere","Beli di tempat lain"
"web","new","web:inbox","inbox.callDeclined","Call declined","Panggilan ditolak"
"web","new","web:inbox","inbox.callEnded","Call ended","Panggilan berakhir"
"web","new","web:inbox","inbox.callNow","Call now","Telepon sekarang"
"web","new","web:inbox","inbox.callPermissionRequestSent","Call permission request sent","Permintaan izin panggilan terkirim"
"web","new","web:inbox","inbox.callThisHotLead","Call this hot lead","Telepon prospek panas ini"
"web","new","web:inbox","inbox.callViaWhatsapp","Call via WhatsApp","Telepon via WhatsApp"
"web","new","web:inbox","inbox.cancelRecording","Cancel recording","Batalkan rekaman"
"web","new","web:inbox","inbox.changedMindNotBuying","Changed mind / not buying","Berubah pikiran / tidak jadi beli"
"web","new","web:inbox","inbox.chooseTheOutcomeType","Choose the outcome type.","Pilih jenis hasil."
"web","new","web:inbox","inbox.clearAll","Clear all","Hapus semua"
"web","new","web:inbox","inbox.clearFilters","Clear filters","Hapus filter"
"web","new","web:inbox","inbox.close","Close","Tutup"
"web","new","web:inbox","inbox.closeConversation","Close conversation","Tutup percakapan"
"web","new","web:inbox","inbox.closeDetails","Close details","Tutup detail"
"web","new","web:inbox","inbox.closeSearch","Close search","Tutup pencarian"
"web","new","web:inbox","inbox.closed","Closed","Ditutup"
"web","new","web:inbox","inbox.comfortableRowDensity","Comfortable row density","Kepadatan baris nyaman"
"web","new","web:inbox","inbox.comfortableRows","Comfortable rows","Baris nyaman"
"web","new","web:inbox","inbox.compactRowDensity","Compact row density","Kepadatan baris ringkas"
"web","new","web:inbox","inbox.compactRows","Compact rows","Baris ringkas"
"web","new","web:inbox","inbox.competitorPromo","Competitor promo","Promo kompetitor"
"web","new","web:inbox","inbox.contactCard","Contact card","Kartu kontak"
"web","new","web:inbox","inbox.copyLinkToMessage","Copy link to message","Salin tautan ke pesan"
"web","new","web:inbox","inbox.copyMessage","Copy message","Salin pesan"
"web","new","web:inbox","inbox.copyPhoneNumber","Copy phone number","Salin nomor telepon"
"web","new","web:inbox","inbox.copyToMessageTextBox","Copy to message text box","Salin ke kotak pesan"
"web","new","web:inbox","inbox.couldNotGenerateASummary","Could not generate a summary.","Gagal membuat ringkasan."
"web","new","web:inbox","inbox.couldNotSave","Could not save","Gagal menyimpan"
"web","new","web:inbox","inbox.couldNotSwitchMicrophone","Could not switch microphone","Gagal mengganti mikrofon"
"web","new","web:inbox","inbox.create","Create","Buat"
"web","new","web:inbox","inbox.customDateTime","Custom date & time","Tanggal & waktu khusus"
"web","new","web:inbox","inbox.customerAlreadyAllowedCallsYou","Customer already allowed calls, you can call now","Pelanggan sudah mengizinkan panggilan, Anda bisa menelepon sekarang"
"web","new","web:inbox","inbox.customerDeclined","Customer declined","Pelanggan menolak"
"web","new","web:inbox","inbox.customerDetails","Customer details","Detail pelanggan"
